	CNS		centennial	
	CNT		knet	
	CNU		air consul	
	CNV		convoy	
	CNW		wuhan air	
	CNX		canex	
	CNY		central leone	
	COA		continental	
	COB		cobham	
	COC		conseta air	
	COD		concordavia	
	COE		comtel-air	
	COF		confort	
	COG		coage	
	COH		colt	
	COI		coaviation	
	COJ		conjet	
	COK		cocktail	
	COL		colony	
	COM		comair	
	CON		conoco	
	COO		cove	
	COP		copper state	
	COS		concors	
	COT		coair	
	COU		air carriacou	
	COV		helicentre	
	COW		cowi	
	COX		cox aviacion	
	COY		coyne air	
	COZ		cosmic air	
	CPA		cathay	
	CPB		penta	
	CPC		aerocampeche	
	CPD		capital delta	
	CPE		copterline	
	CPF		cap-flight	
	CPG		corpornag	
	CPH		champagne	
	CPI		aircai	
	CPJ		corpjet	
	CPL		chaparral	
	CPN		caspian	
	CPO		mokan	
	CPP		copterplus	
	CPR		caribe-peru	
	CPS		compass	
	CPT		air spur	
	CPV		aircorporate	
	CPW		chippewa-air	
	CPX		capair	
	CPY		air company	
	CPZ		compass	
	CQA		coastair	
	CQH		air spring	
	CQN		chong qing	
	CRA		cronos	
	CRB		catsa	
	CRC		camairco	
	CRD		aerocor	
	CRE		imedi	
	CRF		croix rouge	
	CRG		courage	
	CRH		heli-mex	
	CRI		croair	
	CRJ		air cruzal	
	CRK		bauhinia	
	CRL		corsair	
	CRM		commandermex	
	CRN		aerocaribbean	
	CRO		crown airways	
	CRP		aerotranscorp	
	CRQ		cree	
	CRR		railcar	
	CRS		comercial aerea	
	CRT		carbintair	
	CRU		cherkasy	
	CRV		acropolis	
	CRW		regal	
	CRX		crossair	
	CRY		cerney	
	CRZ		cruzeiro	
	CSA		csa-lines	
	CSB		cargo south	
	CSC		sichuan	
	CSD		delivery	
	CSE		wigwam	
	CSF		clanair	
	CSG		costa sol	
	CSH		shanghai air	
	CSI		skyport	
	CSJ		castle	
	CSK		cascade	
	CSL		california shuttle	
	CSM		lorry	
	CSN		china southern	
	CSO		casair	
	CSP		casper air	
	CSQ		chasqui	
	CSR		cisair	
	CSS		shun feng	
	CST		shoreline	
	CSU		chari service	
	CSV		cassovia service	
	CSW		silkitalia	
	CSX		choice air	
	CSY		shuangyany	
	CSZ		shenzhen air	
	CTA		char-tran	
	CTB		sunnyheart	
	CTC		corp ejecutiva	
	CTD		aerocorporativos	
	CTE		cornerstone	
	CTF		cutter flight	
	CTG		canadian coast guard	
	CTH		tonghang	
	CTJ		tianjin cargo	
	CTK		costock	
	CTL		central commuter	
	CTM		cotam	
	CTN		croatia	
	CTP		cortas	
	CTQ		citylink	
	CTR		centauro	
	CTS		center-south	
	CTT		catt	
	CTU		cityline	
	CTV		supergreen	
	CTW		third cargo	
	CTX		catbird	
	CTY		century	
	CTZ		cata	
	CUA		lianhang	
	CUB		cubana	
	CUH		loulan	
	CUI		cun-air	
	CUK		chukka	
	CUL		coulson	
	CUO		cuahonte	
	CUS		cronus	
	CUT		court air	
	CVA		chatham	
	CVC		aviacentre	
	CVE		kabex	
	CVF		cloverleaf	
	CVG		carill	
	CVI		avia donbass	
	CVJ		comerejecutiva	
	CVK		cargo line	
	CVL		coval	
	CVN		cet aviation	
	CVO		centervol	
	CVR		chevron	
	CVS		convers	
	CVT		cveta	
	CVU		canyon view	
	CVV		comeravia	
	CVZ		caribe	
	CWA		can west	
	CWC		challenge cargo	
	CWE		celtic	
	CWG		clear wing	
	CWH		warplane heritage	
	CWK		conticom	
	CWL		cranwell	
	CWM		air marshalls	
	CWN		cambrian	
	CWP		coastwatch	
	CWR		city world	
	CWS		swazi cargo	
	CWT		texas airways	
	CWU		wuhan air	
	CWW		canair	
	CWX		crow express	
	CWY		causeway	
	CWZ		capwings	
	CXA		xiamen air	
	CXE		caicos	
	CXF		cards flight	
	CXH		xinhua	
	CXI		touristic	
	CXJ		xinjiang	
	CXM		asia cargo	
	CXN		zhong yuan	
	CXO		conroe air	
	CXP		ruby mountain	
	CXR		congo express	
	CXS		clipper express	
	CXT		coastal	
	CXX		logistic	
	CYA		cheyenne air	
	CYB		citybus	
	CYC		cyprair	
	CYD		cyclone	
	CYE		sakira	
	CYF		tus air	
	CYG		vicair	
	CYH		yunnan	
	CYL		cityliner	
	CYM		compair	
	CYN		color jet	
	CYO		coyote	
	CYP		cyprus	
	CYR		budget jet	
	CYS		skybird	
	CYT		crystal air	
	CYZ		china posta	
	DAA		decur	
	DAB		dassault aviation	
	DAC		dominion air	
	DAD		dewan express	
	DAF		danish air force	
	DAG		dagal	
	DAH		air algerie	
	DAI		dena	
	DAJ		stratus	
	DAK		dakairline	
	DAL		delta	
	DAM		flight rescue	
	DAN		dana air	
	DAO		dalo airlines	
	DAP		dap	
	DAR		danish army	
	DAS		dialogue	
	DAT		deltair	
	DAU		dauair	
	DAV		dana	
	DAW		fly duo	
	DAX		dantax	
	DAY		daya	
	DAZ		hala	
	DBA		double-a	
	DBC		diamond back	
	DBD		air niagara	
	DBE		dove	
	DBG		danbo	
	DBJ		duchess	
	DBK		seagull	
	DBR		dutchbird	
	DBX		white bear	
	DBY		windsor	
	DCA		delcaribe	
	DCC		caricargo	
	DCD		ducard	
	DCE		dutch caribbean	
	DCF		desert star	
	DCH		alpine star	
	DCL		don carlos	
	DCM		dot com	
	DCN		diplomatic clearance	
	DCO		aerojaz	
	DCR		disco	
	DCS		twin star	
	DCT		airtask	
	DCV		discovery jet	
	DCW		malta star	
	DCX		daimler	
	DCY		ducoy	
	DDA		dusty	
	DDD		dandy	
	DDS		addis line	
	DDY		dandy	
	DEA		jet service	
	DEB		debonair	
	DEC		deccan cargo	
	DEE		tacair	
	DEF		tirpa	
	DEJ		danajet	
	DEK		dek aero	
	DEL		red tail	
	DEM		destila mieles	
	DEN		denel	
	DEP		air dardan	
	DER		deer jet	
	DES		destina	
	DET		delta aviation	
	DEV		red devils	
	DEX		dulles express	
	DFA		aero coach	
	DFC		dark blue	
	DFL		mediflight	
	DFS		dwyair	
	DFT		skydrift	
	DFX		dylan flight	
	DGA		yellow river	
	DGD		tbilavia	
	DGO		dgo jet	
	DGT		digital	
	DGX		dasna	
	DHC		de havilland	
	DHE		helidap	
	DHI		adam sky	
	DHK		world express	
	DHL		dahl	
	DHM		archer	
	DHR		dark horse	
	DHV		worldstar	
	DHX		dilmun	
	DIA		blue sky	
	DIC		aeromedica	
	DIG		dac air	
	DIL		dialogue	
	DIN		aerodin	
	DIP		dipfreight	
	DIR		dirgantara	
	DIS		aerodis	
	DIX		dix flight	
	DJA		antinea	
	DJB		djibouti air	
	DJC		dynamicjet charter	
	DJE		durango jet	
	DJI		delta juilet	
	DJR		desert jet	
	DJS		dayjet	
	DJT		dreamjet	
	DJU		air djib	
	DKE		duke	
	DKH		air juneyao	
	DKN		air deccan	
	DKT		dakota	
	DLA		dolomiti	
	DLB		airlink bahamas	
	DLC		soarcopter	
	DLF		red wisent	
	DLG		delgolfo	
	DLH		lufthansa	
	DLI		dalia	
	DLK		dekkanlanka	
	DLN		dalmatian	
	DLO		nauta	
	DLP		delphinair	
	DLR		dala air	
	DLS		aeromodelo	
	DLT		datlite	
	DLU		bluecomet	
	DLX		dreamline	
	DLY		daily	
	DMA		maerskair	
	DMC		dinamicamont	
	DMD		diamondjet	
	DMF		demly	
	DMI		aerodinamico	
	DMJ		damojh	
	DMO		domodedovo	
	DMS		air dim	
	DMT		ultimate	
	DNA		aerodespachos	
	DNC		flyingolive	
	DND		dinder	
	DNE		venid	
	DNI		aero denim	
	DNK		direct jet	
	DNL		direct jet	
	DNM		denim	
	DNO		doniya	
	DNR		dynamair	
	DNU		danu	
	DNV		donavia	
	DNX		donex	
	DNY		danish navy	
	DOA		dominicana	
	DOB		dobrolet	
	DOC		helidoc	
	DOI		interior	
	DOJ		justice	
	DOK		doctor	
	DOL		dollar sign	
	DOM		dome air	
	DON		donair	
	DOP		dancopter	
	DOR		dornier	
	DOT		dot tel	
	DOV		dovair	
	DOW		downtown	
	DPJ		jet card	
	DPL		dome	
	DPS		blue-gray	
	DPT		libertas	
	DQA		island aviation	
	DQI		cimber	
	DRA		dravidian	
	DRB		didier	
	DRC		triton air	
	DRD		dardanel	
	DRE		michigan	
	DRG		italair	
	DRI		alada air	
	DRJ		desert jet	
	DRK		royal bhutan	
	DRL		driller	
	DRM		dartmoor	
	DRN		discos reynosa	
	DRO		adro servicios	
	DRR		aerodirect	
	DRS		dreamshore	
	DRT		darta	
	DRU		mirny	
	DRW		dream wind	
	DRY		deraya	
	DRZ		derazona	
	DSA		danbury airways	
	DSB		sonatra-air senegal	
	DSC		addis cargo	
	DSF		disco	
	DSH		dash charter	
	DSK		skybanner	
	DSL		diesel	
	DSM		aero dosmil	
	DSN		desna	
	DSO		dassault	
	DSP		suraviation	
	DSQ		dasab air	
	DSR		dairair	
	DST		desert	
	DSU		delta state	
	DTA		d_t_a	
	DTE		darida-air	
	DTH		tassili air	
	DTL		aero occidental	
	DTN		data air	
	DTO		aerodesierto	
	DTR		danish	
	DTV		dutch valley	
	DTX		deltex	
	DUA		dushanbe air	
	DUB		dubai	
	DUC		duncan	
	DUG		atsaven	
	DUK		lion king	
	DUN		dunair	
	DUO		fly duo	
	DUT		serendib	
	DVA		discovery airways	
	DVB		donsebai	
	DVI		aero davinci	
	DVN		dvin-avia	
	DVR		divi air	
	DVU		zena	
	DVZ		aerotaxi dvz	
	DWA		ducor world	
	DWN		dawn air	
	DWR		delaware	
	DWT		darwin	
	DWW		don juan	
	DXH		east star	
	DXP		dallas express	
	DXT		dexter	
	DYA		alyemda	
	DYE		dynamic	
	DYM		dynamic sky	
	DYN		aerodynamics	
	DYT		duvalair	
	DZR		dozer	
	EAA		tandino	
	EAB		swiss eagle	
	EAC		execair	
	EAD		aero-escola	
	EAE		starwing	
	EAF		electra	
	EAG		blue eagle	
	EAH		eastern	
	EAI		elair	
	EAK		eakaz	
	EAL		eastern	
	EAM		embassy air	
	EAN		nigeria express	
	EAO		marino	
	EAP		aero-pyrenees	
	EAR		ejecutivo-aereo	
	EAS		aerospace	
	EAT		trans europe	
	EAU		elite	
	EAV		elitavia	
	EAW		walya	
	EAX		eastex	
	EAY		reval	
	EAZ		easair	
	EBA		bond aviation	
	EBC		caliexet	
	EBE		minebea	
	EBF		skyrunner	
	EBG		eurosense	
	EBJ		sky elite	
	EBS		elifly	
	EBU		elite blue	
	ECA		dark knight	
	ECB		coastal clipper	
	ECC		éclair	
	ECD		ecotour	
	ECE		eurocity	
	ECF		eurocopter	
	ECG		ejecutivis r_c_g	
	ECI		eastern carolina	
	ECJ		eastcoast jet	
	ECK		east coast	
	ECL		aero castellana	
	ECM		aero comerciales	
	ECN		euro continental	
	ECO		aeroeco	
	ECQ		skybridge	
	ECR		energia	
	ECS		echo	
	ECT		eastway	
	ECU		ecuavia	
	ECV		equatoguinea	
	ECW		ecotravel	
	ECX		air ecomex	
	ECY		echelon	
	EDA		andes	
	EDC		saltire	
	EDD		lineas durango	
	EDG		jet edge	
	EDJ		edwards	
	EDL		police edelweiss	
	EDO		edacom	
	EDR		birdview	
	EDV		endeavor	
	EDW		edelweiss	
	EDY		solway	
	EEA		ecuatoriana	
	EEB		eurober	
	EEC		quick speed	
	EEF		melissa	
	EEI		elisystem	
	EEJ		ejay	
	EEM		ejeaermex	
	EES		eagle star	
	EET		aeste	
	EEU		eurofly	
	EEV		exav	
	EEX		executive express	
	EEZ		siriofly	
	EFA		express freight	
	EFB		emerald jets	
	EFC		flight taxi	
	EFD		ever flight	
	EFE		efreight sudan	
	EFF		emerald	
	EFG		elifriulia	
	EFL		flying eagle	
	EFR		erfoto	
	EFS		efaos	
	EFT		zipline	
	EFX		easy express	
	EGC		eagle creek	
	EGE		gyro trekker	
	EGF		eagle flight	
	EGJ		eagle jet	
	EGL		prestige	
	EGM		aero estergom	
	EGN		french eagle	
	EGO		gauteng	
	EGP		tasco	
	EGR		eagle sierra	
	EGS		everglades	
	EGT		predator	
	EGU		african eagle	
	EGV		gleisner	
	EGX		thai eagle	
	EGY		egyptair	
	EHA		aire hampton	
	EHD		platinum air	
	EHN		east horizon	
	EHR		rotor	
	EHS		elitos	
	EIA		evergreen	
	EIC		excargo	
	EIJ		efata	
	EIN		shamrock	
	EIS		cool	
	EIX		air exports	
	EJA		execjet	
	EJC		grupoejecutiva	
	EJE		voodoo	
	EJG		sky bear	
	EJM		jet speed	
	EJO		midjet	
	EJP		ejecorporativos	
	EJS		eejay service	
	EJT		eclipse jet	
	EJU		alpine	
	EJV		ejecutiva	
	EKA		equaflight	
	EKC		blue goose	
	EKJ		equajet	
	EKO		concise	
	EKP		ecopatrol	
	ELB		elilombardia	
	ELC		charters estonia	
	ELD		electra	
	ELE		electricity	
	ELF		ellasjet	
	ELG		alpi eagles	
	ELH		lario	
	ELI		heliarcos	
	ELJ		topjet	
	ELK		elka	
	ELL		estonian	
	ELM		crelam	
	ELO		eurolot	
	ELP		aerosanluis	
	ELS		el sal	
	ELT		elliott	
	ELU		egyptian leisure	
	ELV		aereos selva	
	ELW		yellow wings	
	ELX		elan	
	ELY		el al	
	ELZ		hopper	
	EMB		embraer	
	EMD		eaglemed	
	EME		emair	
	EMI		blue shuttle	
	EMJ		light house	
	EML		emalusa	
	EMM		ruler	
	EMN		agency	
	EMP		empire	
	EMR		zemmour	
	EMS		serviempresarial	
	EMT		emetebe	
	EMX		euromanx	
	ENA		ena	
	ENC		endecots	
	END		arrendadora	
	ENF		enav check	
	ENI		enimex	
	ENJ		enerjet air	
	ENK		sunbird	
	ENS		entergy shuttle	
	ENT		enter	
	ENV		endeavour	
	ENW		aeronor	
	ENX		genesis	
	ENY		envoy	
	ENZ		enzo	
	EOA		lombarda	
	EOL		eole	
	EOM		aero ermes	
	EOP		eolo plus	
	EOS		eliossola	
	EPA		donghai air	
	EPB		dong jet	
	EPC		espace	
	EPE		aeroempresarial	
	EPJ		espejo	
	EPL		empresariales	
	EPN		europlane	
	EPR		emperor	
	EPS		epps air	
	EPU		elitacapulco	
	EQA		magnum	
	EQC		ecua-cargo	
	EQL		equatorial	
	EQZ		zambia cargo	
	ERA		eurocommander	
	ERC		esso	
	ERD		seread	
	ERE		air erie	
	ERF		gulliver	
	ERG		aviaenergo	
	ERH		erah	
	ERI		asergio	
	ERJ		jet italia	
	ERK		aerosec	
	ERL		aerolab	
	ERM		eomaan	
	ERN		ernest	
	ERO		echo romeo	
	ERR		erah	
	ERS		eritrean redsea	
	ERT		eritrean	
	ERV		yereban-avia	
	ERX		earth air	
	ERY		erie shore	
	ESA		seagreen	
	ESB		aereosaba	
	ESC		solamerica	
	ESD		esen air	
	ESE		ensanada especial	
	ESG		estonian regional	
	ESI		eliservizi	
	ESJ		eastern skyjets	
	ESK		relax	
	ESL		eastline express	
	ESM		exec aircraft	
	ESN		euro sun	
	ESP		espeair	
	ESR		eastarjet	
	ESS		tecsa	
	EST		reval	
	ESU		alesur	
	ESW		w-business	
	ESX		catfish	
	ESY		exco air	
	ESZ		esperanza	
	ETA		time machine	
	ETC		tranattico	
	ETD		etihad	
	ETE		aerosiete	
	ETH		ethiopian	
	ETI		jethawk	
	ETJ		east tajik	
	ETL		entel	
	ETM		tamsaero	
	ETO		eteleair	
	ETP		tester	
	ETR		estel	
	ETT		ettair	
	ETV		euro exec	
	ETW		eagle trans	
	ETX		neat	
	ETZ		aero zodiac	
	EUA		golden angel	
	EUF		euroflight	
	EUH		euralair horizons	
	EUI		euravia	
	EUJ		scotair	
	EUK		snowbird	
	EUL		eurolao	
	EUP		ali	
	EUR		eurojet	
	EUS		eurasia	
	EUT		fiesta	
	EUU		euroamerican	
	EUW		eurowest	
	EUX		yellow	
	EUY		euroairways	
	EVA		eva	
	EVE		evelop	
	EVJ		everjets	
	EVK		everett	
	EVL		evolem	
	EVM		science	
	EVN		euraviation	
	EVP		euroair	
	EVR		diana	
	EVT		aeroveneta	
	EWA		ewest	
	EWE		silver wing	
	EWF		shark	
	EWG		eurowings	
	EWR		mayotte air	
	EWS		world enterprise	
	EWW		emery	
	EWZ		e-wing	
	EXA		canadian execaire	
	EXB		brazilian army	
	EXC		excellence	
	EXD		cielos	
	EXE		exec	
	EXF		exflight	
	EXG		exchange	
	EXH		exec heli	
	EXI		excel air	
	EXJ		volante	
	EXK		executive airlines	
	EXL		excell air	
	EXM		exam	
	EXP		island express	
	EXR		expertos encarga	
	EXS		channex	
	EXT		executive	
	EXU		sacir	
	EXV		expoavia	
	EXW		echoline	
	EXX		express international	
	EXY		expressways	
	EXZ		twiga	
	EYE		sockeye	
	EYS		extrans	
	EYT		jernas	
	EZA		eznis	
	EZB		eichenberger	
	EZD		zest airways	
	EZE		eastflight	
	EZJ		guyana jet	
	EZS		topswiss	
	EZX		zim express	
	EZY		easy	
	FAB		bradley	
	FAC		faeroecopter	
	FAD		purple	
	FAE		wildgoose	
	FAF		france air force	
	FAG		fuaer	
	FAH		blue strip	
	FAI		motor-city	
	FAJ		fijiair	
	FAK		facts	
	FAL		friendship	
	FAM		faasa	
	FAN		fanbird	
	FAO		panther	
	FAP		fair school	
	FAR		torro	
	FAS		florida cargo	
	FAT		farner	
	FAU		falcon airline	
	FAV		bluebird	
	FAW		falwell	
	FAX		fairfax	
	FAY		fayban air	
	FAZ		flint air	
	FBA		iraq express	
	FBC		blue crane	
	FBD		fire bird	
	FBE		afribee	
	FBF		fine air	
	FBJ		baby jet	
	FBL		foodbrojer	
	FBN		florida transport	
	FBR		avangard	
	FBU		french bee	
	FBY		bai fly	
	FBZ		bondi	
	FCA		festival city	
	FCB		apollo	
	FCC		first cambodia	
	FCE		flycolumbia	
	FCH		sky union	
	FCI		fast check	
	FCJ		fracjet	
	FCK		nav checker	
	FCL		florida coastal	
	FCM		atoll cargo	
	FCN		falcon	
	FCO		aerofrisco	
	FCP		flightcorp	
	FCR		flying carpet	
	FCS		mexfacts	
	FCT		sefa	
	FCV		navair	
	FCX		falcon cargo	
	FCY		fly company	
	FDA		air sankore	
	FDB		sky dubai	
	FDC		federick	
	FDE		federeagle	
	FDK		damavia	
	FDL		farmingdale state	
	FDM		liberty	
	FDN		flying dolpyhins	
	FDO		french custom	
	FDR		fedair	
	FDS		flydoc	
	FDT		freedom eagle	
	FDX		express	
	FDY		friendly	
	FEA		far eastern	
	FEC		falcon express	
	FED		federal	
	FEE		fly euro	
	FEI		arctic eagle	
	FEJ		aviajet	
	FEL		premiere	
	FEM		zim airlink	
	FEN		fenestron	
	FEO		aeroferinco	
	FER		feria	
	FES		aero alfe	
	FET		freightline	
	FEU		aerocom	
	FEW		eastern cargo	
	FEX		flightexec	
	FFA		fairtravel	
	FFB		foxtrot foxtrot	
	FFC		fairoaks	
	FFD		first flight	
	FFE		smart trainer	
	FFF		inter freedom	
	FFG		witchcraft	
	FFH		peace air	
	FFI		infinit	
	FFL		foreflight	
	FFM		firefly	
	FFP		flying fish	
	FFR		fischer	
	FFS		forestry	
	FFT		frontier flight	
	FFU		ferranti	
	FFV		swift tango	
	FFW		fly finn	
	FFY		flyers air	
	FGA		georgia fed	
	FGC		forestales	
	FGD		fireguard	
	FGE		federal-gee	
	FGG		bluefinch	
	FGH		fanair	
	FGL		applewood	
	FGN		france gendarme	
	FGP		flying center	
	FGS		elitellina	
	FGT		fairflight	
	FHE		fly hello	
	FHL		findon	
	FHM		eurobird	
	FHS		heliscot	
	FHV		patrol	
	FHY		freebird	
	FIA		fia airlines	
	FIB		free iberica	
	FIC		aerosafin	
	FIE		fiesta	
	FIF		air finland	
	FIH		finnhems	
	FII		flight checker	
	FIL		flyline	
	FIN		finnair	
	FIR		fair line	
	FIT		finalair	
	FIV		five star	
	FIX		airfix	
	FJA		link fiji	
	FJB		fastbird	
	FJC		falconjet	
	FJE		envoy	
	FJI		fiji	
	FJM		greenheart	
	FJR		solitaire air	
	FJS		floridajet	
	FJT		fly jet	
	FJW		zimbird	
	FKI		kiel air	
	FKL		kelner	
	FKZ		kumba	
	FLA		s_u air	
	FLB		rossignol	
	FLC		flight check	
	FLD		floridian	
	FLE		flair	
	FLF		friend air	
	FLG		flagship	
	FLH		mile high	
	FLI		faroeline	
	FLJ		flynor jet	
	FLK		flylink	
	FLL		federal airlines	
	FLM		box hauler	
	FLN		ilias	
	FLO		french eco	
	FLP		parapro	
	FLR		fleetair	
	FLS		rapidos	
	FLT		flightline	
	FLU		yellow flyer	
	FLV		belouga	
	FLW		quickflow	
	FLX		flight express	
	FLY		flying	
	FLZ		air florida	
	FMA		faasa	
	FMB		rescue jet	
	FMC		claessens	
	FMF		egypt acadeny	
	FMG		husky	
	FMI		gecko	
	FMR		flamingo air	
	FMS		hadi	
	FMT		cotam	
	FMX		fastmex	
	FMY		french army	
	FNA		norland	
	FNC		finalair congo	
	FNE		farnair europe	
	FNF		finnforce	
	FNG		finnguard	
	FNH		incom-phoenix	
	FNK		aurika	
	FNL		finn flight	
	FNO		riazor	
	FNS		finesse	
	FNT		avialight	
	FNV		transaviaservice	
	FNX		cresent	
	FNY		french navy	
	FOA		fortune air	
	FOB		fordair	
	FOC		foca	
	FOF		fredolsen	
	FOH		orion	
	FOL		forestair	
	FOM		free air	
	FON		fontanair	
	FOO		austrojet	
	FOP		fokker flight	
	FOR		formula	
	FOT		avifoto	
	FOX		speedfox	
	FPC		finnpower	
	FPG		tag aviation	
	FPK		feather	
	FPL		midcal	
	FPO		french post	
	FPS		flightpass	
	FPY		africompany	
	FRA		rushton	
	FRB		rakway	
	FRC		franche comte	
	FRD		ford	
	FRE		pelican	
	FRF		fairfleet	
	FRG		freight runners	
	FRH		freeair copter	
	FRI		freeflight	
	FRJ		afrijet	
	FRK		afrifast	
	FRL		farelas	
	FRM		fedarm	
	FRN		first nation	
	FRO		frobisher	
	FRQ		charter afrique	
	FRR		fresh air	
	FRS		flandair	
	FRT		aerofreight	
	FRU		french rescue	
	FRW		farwest	
	FRX		fort aero	
	FSA		foster-air	
	FSB		seabird	
	FSC		four star	
	FSD		flugservice	
	FSH		flash	
	FSI		flightways	
	FSJ		free sky	
	FSK		african sky	
	FSL		flightsafety	
	FSN		fason air	
	FSP		snapshot	
	FSR		flightstar	
	FST		flightron	
	FSW		faso	
	FSX		flag	
	FSY		frosty	
	FTA		frontier-air	
	FTC		affaires tchad	
	FTD		fortitude	
	FTE		fotografia	
	FTG		technology	
	FTH		foothills	
	FTI		frog-line	
	FTJ		f_u tai	
	FTL		flight-avia	
	FTM		flyteam	
	FTN		fortune	
	FTP		footprint	
	FTR		finistair	
	FTS		first sabre	
	FTT		flight training	
	FTU		flight university	
	FTW		fort worth air	
	FTY		fly tyrol	
	FTZ		grey bird	
	FUA		futura	
	FUC		fumicar	
	FUE		aviastar-volga	
	FUJ		fujairah	
	FUL		orange crane	
	FUM		funline	
	FUN		funtshi	
	FUP		fox air	
	FUR		futuroscope	
	FUS		fumisol	
	FUT		futura	
	FVA		air virginia	
	FVE		angels	
	FVG		nico	
	FVK		balder	
	FVS		falcon aviation	
	FWA		freewayair	
	FWC		freeway	
	FWD		fair wind	
	FWI		french west	
	FWL		flo west	
	FWR		flightaware	
	FWY		fairways	
	FXA		effex	
	FXC		air future	
	FXF		fox flight	
	FXG		cargo express	
	FXI		faxi	
	FXJ		euroflex	
	FXL		fly excellent	
	FXP		sundial	
	FXR		wildfox	
	FXW		flexwing	
	FXX		felix	
	FXY		flexy	
	FYA		flyant	
	FYB		contrail	
	FYC		flightcab	
	FYD		flying devil	
	FYE		flyme	
	FYG		flying group	
	FYL		flyinglux	
	FYN		flynn	
	FYS		european flyers	
	FYW		maisbrasil	
	FYY		finningley	
	FZA		strait air	
	FZW		fresh express	
	GAA		global africa	
	GAB		gendall	
	GAC		dream team	
	GAD		southcoast	
	GAE		grand express	
	GAF		german air force	
	GAG		geebird	
	GAH		gamhelico	
	GAI		gromov airline	
	GAJ		gama jet	
	GAL		errante	
	GAM		german army	
	GAN		ganair	
	GAO		golden	
	GAP		airphil	
	GAQ		golfair	
	GAS		galena air serivce	
	GAT		gulf trans	
	GAU		aerogaucho	
	GAV		granavi	
	GAW		skycrawler	
	GAX		grand aire	
	GBA		gulf bahrain	
	GBB		globe	
	GBC		globe cargo	
	GBE		gabex	
	GBF		gicon	
	GBG		omega copters	
	GBJ		global thai	
	GBL		geebee airways	
	GBM		aereo gee-bee-emm	
	GBN		atlantic gabon	
	GBQ		gambia bird	
	GBR		greenbrier air	
	GBS		global serve	
	GBT		goldbelt	
	GBU		transbissau	
	GBX		island tiger	
	GCA		grand cru	
	GCB		linacongo	
	GCC		gecas	
	GCD		west georgia	
	GCE		europa canarias	
	GCF		aerocarto	
	GCH		gama swiss	
	GCK		glock	
	GCL		greenclose	
	GCM		globecom	
	GCN		gulf central	
	GCO		gemini	
	GCP		dac flight	
	GCR		bo hai	
	GCS		galion	
	GCT		gulf coast	
	GCV		gee-bird	
	GCW		globalcrew	
	GCY		helibird	
	GDA		goldair	
	GDB		belgian gendarmerie	
	GDC		grand china	
	GDD		golden airlines	
	GDE		gadel	
	GDG		golden gate	
	GDH		rising sun	
	GDK		goldeck flug	
	GDM		aeroservizi	
	GDR		gadair lines	
	GDS		goldstrike	
	GDY		guardian	
	GEA		alazani	
	GEB		golf-bravo air	
	GEC		lufthansa cargo	
	GED		languedoc	
	GEE		geeseair	
	GEF		air gefco	
	GEG		demuri	
	GEJ		greenjet	
	GEL		sky georgia	
	GEM		sapphire	
	GEN		gensa-brasil	
	GEO		apolax	
	GER		german wings	
	GES		gestair	
	GET		air flow	
	GEV		gestavi	
	GEX		aero georgia	
	GFA		gulf air	
	GFC		gail force	
	GFD		kite	
	GFE		greenleaf	
	GFF		griffon air	
	GFG		joker	
	GFI		carib star	
	GFL		green forest	
	GFN		griffon	
	GFO		aerovias golfo	
	GFR		apusk	
	GFS		gulfstar	
	GFT		gulf flight	
	GFV		grupo a_f_a	
	GFY		geocargo	
	GGA		jawja	
	GGB		globalair	
	GGE		ecuato guinea	
	GGF		georgian africa	
	GGG		geocargo	
	GGL		gira globo	
	GGN		georgian	
	GGO		go bird	
	GGS		gatsa	
	GGT		thunderball	
	GGW		helivallee	
	GHA		ghana	
	GHK		golden hawk	
	GHL		guilin rotor	
	GHN		air ghana	
	GHP		grasshopper ex	
	GHS		gatari	
	GHV		ground handling	
	GHW		airstar	
	GHY		german sky	
	GIA		indonesia	
	GIB		guinee	
	GIC		cebege	
	GID		intecom	
	GIE		guinee inter	
	GIF		guinee airlines	
	GIG		gacela air	
	GIH		transport african	
	GIJ		guinee airways	
	GIK		guinea airtreansport	
	GIL		gillair	
	GIM		guinee express	
	GIN		aredor	
	GIO		gio-avia	
	GIP		future express	
	GIR		guinee international	
	GIS		gass	
	GIT		sotag	
	GIU		union guinee	
	GIV		grivco	
	GIW		briseair guinee	
	GIX		transmax	
	GIY		probiz	
	GJA		grey jay	
	GJB		sky truck	
	GJD		sarnair	
	GJE		global jets	
	GJH		guinee air	
	GJI		gainstar	
	GJS		lindbergh	
	GJT		getjet	
	GJZ		golden	
	GKA		golden knights	
	GKN		guest keen	
	GLA		lakes air	
	GLB		glo-air	
	GLD		golden star	
	GLE		goliaf air	
	GLF		gulfstream test	
	GLG		galapagos	
	GLH		glen	
	GLI		gallic	
	GLJ		global austria	
	GLK		kazak	
	GLL		twins	
	GLM		global mali	
	GLN		galion	
	GLO		gol transporte	
	GLP		globus	
	GLQ		quilada	
	GLR		glacier	
	GLS		gals	
	GLT		gaslight	
	GLU		lakes cargo	
	GLX		galaxy air	
	GLY		galaxy aviation	
	GMA		gama	
	GMB		beriev-air	
	GMC		general motors	
	GMD		gulf med	
	GME		globe meridian	
	GMG		g_m_g	
	GMH		hughes express	
	GMI		germania	
	GMJ		gamisa	
	GML		geeandel	
	GMM		aerogaumuchil	
	GMN		garmin	
	GMP		transwede	
